id,title,budget,release_date,revenue,runtime,vote_average,vote_count,popularity,genres,production_companies,overview,year,month
1035806,Detective Knight: Independence,2000000,2023-01-20,36171,92,5.353,163,18.774,"['Action', 'Crime', 'Thriller']","[55446, 68628, 121204, 41735]","Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.",2023,1
299054,Expend4bles,100000000,2023-09-15,58000000,103,6.3,1283,176.194,"['Action', 'Adventure', 'Thriller']","[1020, 48738, 1632, 74795, 126013, 3528, 342]","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",2023,9
893723,PAW Patrol: The Mighty Movie,30000000,2023-09-21,202231360,92,7.102,377,162.681,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy', 'Drama', 'Adventure']","[2348, 71738, 4, 8649]","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",2023,9
670292,The Creator,80000000,2023-09-27,104000000,134,7.094,2558,153.867,"['Action', 'Adventure', 'Science Fiction']","[10104, 8147, 508, 206867]","Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",2023,9
951491,Saw X,13000000,2023-09-27,111822402,118,7.297,1656,127.073,"['Horror', 'Thriller']","[2061, 1632]","Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",2023,9
968051,The Nun II,38500000,2023-09-06,268100000,110,6.811,1778,122.684,"['Horror', 'Mystery']","[12, 76907, 11565]","In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",2023,9
820525,After Everything,14000000,2023-09-13,10600000,93,6.955,745,91.367,"['Romance', 'Drama']","[6626, 107108]","Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",2023,9
945729,A Haunting in Venice,60000000,2023-09-13,121400000,104,6.697,1974,63.36,"['Mystery', 'Thriller', 'Crime']","[127928, 1645, 1557, 28788, 84097]","Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",2023,9
792293,Dumb Money,30000000,2023-09-15,20000000,104,6.8,348,61.831,"['History', 'Comedy', 'Drama']","[22146, 172841, 213595]","Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.",2023,9
958006,The Kill Room,50000000,2023-09-14,476375,98,6.153,134,45.766,"['Comedy', 'Crime']","[75355, 87705, 46225, 168282, 72316, 121204, 5056, 25954, 195600, 205513, 205514, 205516]","A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",2023,9
917594,Camp Hideout,3500000,2023-09-15,1100000,100,5.8,13,30.425,"['Family', 'Comedy']","[166513, 220124]","Noah is a troubled teen who nearly gets caught stealing a top-secret gadget from some big city thugs. After barely escaping, he decides to hide out at a summer camp that's run by the eccentric Falco and counselors Jake and Selena. As Noah tries to blend in with the rest of the rowdy campers, his crooked partners show up to steal the classified item, now in his possession.",2023,9
1032666,Bunker,2500000,2023-09-14,101045,109,7.1,20,14.49,"['Horror', 'Thriller', 'War']",[160175],"Trapped in a bunker during World War I, a group of soldiers are faced with an ungodly presence that slowly turns them against each other.",2023,9
361743,Top Gun: Maverick,170000000,2022-05-24,1488732821,131,8.2,8515,140.587,"['Action', 'Drama']","[82819, 10288, 4]","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",2022,5
453395,Doctor Strange in the Multiverse of Madness,200000000,2022-05-04,955775804,126,7.308,8567,99.647,"['Fantasy', 'Action', 'Adventure']","[420, 176762]","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",2022,5
532710,Firestarter,12000000,2022-05-12,15000000,94,5.598,646,66.55,"['Science Fiction', 'Thriller', 'Horror']","[3172, 433, 18609, 33, 1778]","For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",2022,5
420821,Chip 'n Dale: Rescue Rangers,70000000,2022-05-20,623190,99,6.997,1145,38.266,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']","[2, 10227]","Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",2022,5
780609,Men,6500000,2022-05-20,11152071,100,6.144,926,34.343,"['Horror', 'Thriller', 'Fantasy']",[284],"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",2022,5
819876,Crimes of the Future,27000000,2022-05-25,4400000,107,6.101,983,20.19,"['Drama', 'Science Fiction', 'Horror']","[805, 806, 290]","With his partner Caprice, celebrity performance artist Saul Tenser publicly showcases the metamorphosis of his organs in avant-garde performances. Timlin, an investigator from the National Organ Registry, obsessively tracks their movements, which is when a mysterious group is revealed... Their mission -- to use Saul's notoriety to shed light on the next phase of human evolution.",2022,5
504827,The Bob's Burgers Movie,38000000,2022-05-26,34148750,102,6.969,278,18.763,"['Animation', 'Adventure', 'Comedy']","[127928, 30452]","When a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, it blocks the entrance indefinitely and ruins the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",2022,5
933554,2000 Mules,5000000,2022-05-20,1500000,86,6.9,32,9.152,['Documentary'],"[107196, 177482]","Bestselling author and award-winning filmmaker, Dinesh D’Souza, exposes widespread coordinated voter fraud in the 2020 election sufficient to change the overall outcome. Drawing on research provided by the election integrity group, True the Vote, “2000 Mules” offers two types of evidence: geotracking and video. The geotracking evidence, based on a database of ten trillion cell phone pings, exposes an elaborate network of professional operatives, called mules, delivering fraudulent votes to mail-in boxes in the five key states where the election was decided. Video evidence obtained from official surveillance cameras corroborates the cellular positioning data. The film concludes by exploring ways to assist in the prevention of election fraud in future democratic elections.",2022,5
337404,Cruella,200000000,2021-05-26,233503234,134,8.027,8954,215.907,"['Comedy', 'Crime']","[2, 3538, 2527]","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",2021,5
423108,The Conjuring: The Devil Made Me Do It,39000000,2021-05-25,206400000,111,7.455,5662,89.558,"['Horror', 'Mystery', 'Thriller']","[12, 11565, 76907]","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",2021,5
520763,A Quiet Place Part II,61000000,2021-05-21,297400000,96,7.495,6034,84.689,"['Science Fiction', 'Thriller', 'Horror']","[4, 2481, 29312]","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",2021,5
385128,F9,200000000,2021-05-19,726229501,143,7.099,6942,55.224,"['Action', 'Adventure', 'Crime']","[333, 1225, 34530, 33, 105052]",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,2021,5
602734,Spiral: From the Book of Saw,20000000,2021-05-12,40618920,93,5.997,1880,50.239,"['Horror', 'Crime', 'Mystery']","[2061, 1632, 6680, 157697]","Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",2021,5
503736,Army of the Dead,90000000,2021-05-14,190700000,148,6.238,3813,48.123,"['Action', 'Crime', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",[114152],"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,5
637693,Spirit Untamed,30000000,2021-05-20,17635215,88,7.3,497,40.94,"['Animation', 'Adventure', 'Family', 'Western']","[33, 521]",Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,2021,5
578701,Those Who Wish Me Dead,20000000,2021-05-05,23384502,100,6.663,1521,34.385,"['Thriller', 'Action']","[13240, 12, 106789, 8083]","A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",2021,5
603206,Dream Horse,20000000,2021-05-21,6435260,113,7.053,114,18.956,"['Comedy', 'Drama']","[6705, 23949, 12177, 290, 99366, 118715, 11341, 167986]","The inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan Vokes. With very little money and no experience, Jan convinces her neighbors to chip in their meager earnings to help raise Dream and compete with the racing elites. Their investment pays off as Dream rises through the ranks and becomes a beacon of hope in their struggling community.",2021,5
399566,Godzilla vs. Kong,200000000,2021-03-24,470116094,114,7.622,9611,358.268,"['Action', 'Science Fiction', 'Thriller']",[923],"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",2021,3
615457,Nobody,17000000,2021-03-18,61779301,92,7.972,6670,85.239,"['Action', 'Thriller']","[121470, 86647, 123230]","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",2021,3
527774,Raya and the Last Dragon,100000000,2021-03-03,130423032,107,7.865,6531,83.208,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']","[2, 6125]","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",2021,3
522478,Peter Rabbit 2: The Runaway,45000000,2021-03-25,153000000,93,7.121,754,78.669,"['Family', 'Comedy', 'Adventure', 'Animation']","[5, 7291, 8089, 2531, 84792]","Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",2021,3
630004,The Vault,15000000,2021-03-04,8804000,114,6.824,876,66.132,"['Drama', 'Action', 'Thriller']","[122844, 1182, 10128, 90562, 21632, 67412, 120257]","Madrid, Spain, 2010. While the whole city follows the national team's successful participation in the World Cup, a group of daring thieves look for a way into one of the most secure and guarded places on the planet.",2021,3
632357,The Unholy,10000000,2021-03-31,30800000,99,6.6,2058,34.021,"['Horror', 'Mystery']","[768, 3287]","Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",2021,3
681887,Cosmic Sin,20000000,2021-03-12,349757,88,4.1,522,27.183,"['Action', 'Adventure', 'Science Fiction']","[68628, 121204, 41735, 25140]","In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,3
454626,Sonic the Hedgehog,85000000,2020-02-12,319700000,99,7.331,9218,92.208,"['Action', 'Science Fiction', 'Comedy', 'Family']","[333, 10644, 77884, 4, 113750, 168701]","Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020,2
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),75000000,2020-02-05,205537933,109,6.934,9947,76.922,"['Action', 'Crime']","[174, 128064, 82968, 101831, 103462]","Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",2020,2
481848,The Call of the Wild,109000000,2020-02-19,111200000,100,7.565,3557,72.024,"['Adventure', 'Family', 'Drama']","[787, 127928, 22213, 154402]","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",2020,2
556678,Emma.,10000000,2020-02-13,25200000,125,7.035,1641,45.455,"['Comedy', 'Romance']","[10163, 10338, 2376]","In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends.",2020,2
508439,Onward,200000000,2020-02-29,141940042,103,7.701,5917,44.513,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']","[2, 3]","In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",2020,2
457335,Guns Akimbo,15000000,2020-02-27,835102,95,6.452,2169,40.15,"['Action', 'Comedy']","[19638, 17761, 67258, 290, 112609, 127844, 67260, 76992, 294, 19037, 25838, 70822, 19332]","An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",2020,2
539537,Fantasy Island,7000000,2020-02-12,49500000,109,5.818,2350,32.55,"['Horror', 'Fantasy', 'Adventure', 'Mystery']","[3172, 5, 172892]","A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",2020,2
589049,The Photograph,16000000,2020-02-14,20690779,106,6.464,196,28.234,"['Drama', 'Romance']","[49968, 33, 10338]","When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",2020,2
570670,The Invisible Man,7000000,2020-02-26,144500000,124,7.118,5511,25.014,"['Thriller', 'Science Fiction', 'Horror']","[3172, 33, 6748, 107787]","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020,2
555974,Brahms: The Boy II,10000000,2020-02-20,20311536,86,5.95,1204,19.414,"['Horror', 'Mystery', 'Thriller']","[47729, 126]","After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",2020,2
566927,Impractical Jokers: The Movie,3000000,2020-02-21,10700000,92,6.6,144,13.071,['Comedy'],"[21213, 121893]",The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,2020,2
76600,Avatar: The Way of Water,460000000,2022-12-14,2320250281,192,7.625,11190,261.111,"['Science Fiction', 'Adventure', 'Action']","[127928, 574]","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",2022,12
315162,Puss in Boots: The Last Wish,90000000,2022-12-07,484700000,103,8.24,7200,202.412,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Action', 'Family']",[521],"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",2022,12
615777,Babylon,78000000,2022-12-22,63363579,189,7.413,2754,138.717,"['Drama', 'Comedy']","[4, 2527, 12139, 184518, 187221, 224269]","A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",2022,12
536554,M3GAN,12000000,2022-12-28,179960167,102,7.114,3691,78.794,"['Science Fiction', 'Horror']","[76907, 3172, 89115]","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",2022,12
785084,The Whale,3000000,2022-12-09,55101305,117,7.866,3546,73.446,['Drama'],"[41077, 7503]",A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,2022,12
937278,A Man Called Otto,50000000,2022-12-28,108961677,126,7.762,2315,46.888,"['Comedy', 'Drama']","[4171, 6181, 191075, 5, 23644, 22213]","When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",2022,12
676710,The Amazing Maurice,17000000,2022-12-16,21110363,93,6.806,135,26.256,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","[50163, 129669, 90827, 129670, 129671, 115965, 823, 62277, 100886]","Maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. When Maurice and the rodents meet a bookworm called Malicia, their little con soon goes down the drain.",2022,12
850028,"Alice, Darling",4000000,2022-12-30,121067,90,5.733,172,21.975,"['Thriller', 'Drama', 'Romance']","[117678, 82552, 1632]","Pushed to the breaking point by Simon, her psychologically abusive boyfriend, Alice becomes an unwitting participant in an intervention staged by her two closest friends while on vacation. As she rediscovers the essence of herself and gains some much-needed perspective, she slowly starts to fray the cords of codependency that bind her. However, Simon's vengeance is as inevitable as it is shattering, and once unleashed, it tests her strength, her courage, and the bonds of deep-rooted friendships.",2022,12
696157,Whitney Houston: I Wanna Dance with Somebody,50000000,2022-12-20,59800000,144,7.04,379,21.954,"['Music', 'History', 'Drama']","[175627, 33681, 559, 128828, 132660, 132659]","The joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, the greatest female R&B pop vocalist of all time. Tracking her journey from obscurity to musical superstardom.",2022,12
814757,Empire of Light,13500000,2022-12-09,11400000,115,6.675,491,17.455,"['Drama', 'Romance']","[127929, 1522, 22213]","The duty manager of a seaside cinema, who is struggling with her mental health, forms a relationship with a new employee on the south coast of England in the 1980s.",2022,12
602269,The Little Things,30000000,2021-01-28,29942746,128,6.3,2335,38.261,"['Drama', 'Crime', 'Thriller']","[174, 2605]","Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",2021,1
634528,The Marksman,23000000,2021-01-15,23076711,108,6.862,1489,36.728,"['Action', 'Drama', 'Thriller']","[80292, 5357, 94694, 145547, 6626]","Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",2021,1
581734,Nomadland,5000000,2021-01-29,14784114,108,7.218,2840,26.986,['Drama'],"[114776, 114777, 96168]","A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",2021,1
586101,Music,16000000,2021-01-14,645949,107,5.6,138,18.31,"['Music', 'Drama']","[55120, 146398, 146399, 2395, 88606]","Zu, a free spirit estranged from her family, suddenly finds herself the sole guardian of her half-sister, Music, a teenager on the autism spectrum whose whole world order has been beautifully crafted by her late grandmother. The film soon challenges whether it is Zu or Music who has a better view of the world, and that love, trust, and being able to be there for each other is everything.",2021,1
644083,Twist,2000000,2021-01-22,510466,92,5.9,175,17.876,"['Crime', 'Drama', 'Action']","[127834, 101187, 7724, 119056, 135346]","A Dickens classic brought thrillingly up to date in the teeming heartland of modern London, where a group of street smart young hustlers plan the heist of the century for the ultimate payday.",2021,1
414906,The Batman,185000000,2022-03-01,771000000,177,7.685,9458,186.539,"['Crime', 'Mystery', 'Thriller']","[101405, 119245, 128064, 174]","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",2022,3
508947,Turning Red,175000000,2022-03-10,21328962,100,7.395,4901,177.943,"['Animation', 'Family', 'Comedy', 'Fantasy']","[2, 3]","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",2022,3
760104,X,1000000,2022-03-17,14740889,106,6.725,2723,171.279,"['Horror', 'Thriller', 'Mystery']","[41077, 126587]","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",2022,3
526896,Morbius,75000000,2022-03-30,167635712,105,6.05,4034,153.841,"['Action', 'Science Fiction', 'Fantasy']","[5, 53462, 14439]","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",2022,3
675353,Sonic the Hedgehog 2,110000000,2022-03-30,405400000,123,7.519,4666,132.917,"['Action', 'Adventure', 'Family', 'Comedy']","[333, 10644, 77884, 4, 113750, 168701]","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022,3
545611,Everything Everywhere All at Once,25000000,2022-03-24,139200000,140,7.796,5987,113.957,"['Action', 'Adventure', 'Science Fiction']","[41077, 93105, 106544, 114130, 20312, 161506]","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",2022,3
629542,The Bad Guys,80000000,2022-03-17,250162278,100,7.575,1884,65.93,"['Family', 'Animation', 'Adventure', 'Comedy']","[521, 30246, 1778]","When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",2022,3
752623,The Lost City,74000000,2022-03-24,192907684,112,6.5,3341,59.163,"['Action', 'Adventure', 'Comedy']","[4, 4258, 123420, 121737]","Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",2022,3
751237,Umma,3000000,2022-03-18,2100000,83,5.4,273,42.161,"['Horror', 'Mystery', 'Drama']","[122323, 11341, 141525]","Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",2022,3
763285,Ambulance,40000000,2022-03-16,51783040,136,6.665,1943,41.676,"['Thriller', 'Action', 'Crime']","[33, 6734, 100640, 114732, 130448]","Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",2022,3
811631,Infinite Storm,4749917,2022-03-25,1707067,97,5.8,241,23.339,"['Thriller', 'Adventure', 'Drama', 'Mystery']","[19640, 151762, 11341, 167986, 155872, 11240, 138279, 74602]",One woman's journey for self-discovery and turns into a harrowing tale of survival.,2022,3
507086,Jurassic World Dominion,165000000,2022-06-01,1001978080,147,6.718,5697,119.551,"['Adventure', 'Action', 'Science Fiction']","[56, 33]","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",2022,6
438148,Minions: The Rise of Gru,85000000,2022-06-29,940000000,87,7.341,3340,89.579,"['Animation', 'Comedy', 'Family']","[33, 6704]","A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",2022,6
614934,Elvis,85000000,2022-06-22,288670284,159,7.545,3126,66.977,"['Drama', 'Music']","[174, 240, 75060]","The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",2022,6
756999,The Black Phone,17000000,2022-06-22,161400000,103,7.636,4550,58.792,"['Crime', 'Drama', 'Horror', 'Thriller']","[33, 3172, 162439]","Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",2022,6
718789,Lightyear,200000000,2022-06-15,226400000,105,7.004,3263,41.077,"['Animation', 'Science Fiction', 'Family', 'Adventure']","[3, 2]",Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,2022,6
807356,Watcher,5000000,2022-06-03,2543216,96,6.509,776,33.83,"['Horror', 'Mystery', 'Thriller']","[6736, 80971, 169906, 110799]","As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",2022,6
846867,Mad God,250000,2022-06-16,322619,84,6.963,311,17.514,"['Animation', 'Fantasy', 'Horror', 'Science Fiction', 'War']",[18616],"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans, and cruelty.",2022,6
913814,Brian and Charles,1200000,2022-06-17,216220,90,6.341,110,11.991,"['Comedy', 'Drama', 'Science Fiction']","[61922, 7281, 6705, 52352]","An endearing outlier, Brian lives alone in a Welsh valley, inventing oddball contraptions that seldom work. After finding a discarded mannequin head, Brian gets an idea. Three days, a washing machine, and sundry spare parts later, he’s invented Charles, an artificially intelligent robot who learns English from a dictionary and proves a charming, cheeky companion. Before long, however, Charles also develops autonomy. Intrigued by the wider world — or whatever lies beyond the cottage where Brian has hidden him away — Charles craves adventure.",2022,6
